,country,region,co21980,co2pc1980,co2pc1981,co2pc1982,co2pc1983,co2pc1984,co2pc1985,co2pc1986,co2pc1987,co2pc1988,co2pc1989,co2pc1990,co2pc1991,co2pc1992,co2pc1993,co2pc1994,co2pc1995,co2pc1996,co2pc1997,co2pc1998,co2pc1999,co2pc2000,co2pc2001,co2pc2002,co2pc2003,co2pc2004,co2pc2005,co2pc2006,co2pc2007,co2pc2008,co2pc2009,co2pc2010,co2pc2011,co2pc2012,co2pc2013,co2pc2014,gdppc1980,gdppc1981,gdppc1982,gdppc1983,gdppc1984,gdppc1985,gdppc1986,gdppc1987,gdppc1988,gdppc1989,gdppc1990,gdppc1991,gdppc1992,gdppc1993,gdppc1994,gdppc1995,gdppc1996,gdppc1997,gdppc1998,gdppc1999,gdppc2000,gdppc2001,gdppc2002,gdppc2003,gdppc2004,gdppc2005,gdppc2006,gdppc2007,gdppc2008,gdppc2009,gdppc2010,gdppc2011,gdppc2012,gdppc2013,gdppc2014,logco2pc1980,logco2pc1981,logco2pc1982,logco2pc1983,logco2pc1984,logco2pc1985,logco2pc1986,logco2pc1987,logco2pc1988,logco2pc1989,logco2pc1990,logco2pc1991,logco2pc1992,logco2pc1993,logco2pc1994,logco2pc1995,logco2pc1996,logco2pc1997,logco2pc1998,logco2pc1999,logco2pc2000,logco2pc2001,logco2pc2002,logco2pc2003,logco2pc2004,logco2pc2005,logco2pc2006,logco2pc2007,logco2pc2008,logco2pc2009,logco2pc2010,logco2pc2011,logco2pc2012,logco2pc2013,logco2pc2014,loggdppc1980,loggdppc1981,loggdppc1982,loggdppc1983,loggdppc1984,loggdppc1985,loggdppc1986,loggdppc1987,loggdppc1988,loggdppc1989,loggdppc1990,loggdppc1991,loggdppc1992,loggdppc1993,loggdppc1994,loggdppc1995,loggdppc1996,loggdppc1997,loggdppc1998,loggdppc1999,loggdppc2000,loggdppc2001,loggdppc2002,loggdppc2003,loggdppc2004,loggdppc2005,loggdppc2006,loggdppc2007,loggdppc2008,loggdppc2009,loggdppc2010,loggdppc2011,loggdppc2012,loggdppc2013,loggdppc2014,co21980,co21981,co21982,co21983,co21984,co21985,co21986,co21987,co21988,co21989,co21990,co21991,co21992,co21993,co21994,co21995,co21996,co21997,co21998,co21999,co22000,co22001,co22002,co22003,co22004,co22005,co22006,co22007,co22008,co22009,co22010,co22011,co22012,co22013,co22014
158,Myanmar,northamerica,428548,0.161469099,0.161246898,0.156698561,0.158269118,0.176449908,0.176701551,0.175492258,0.126283542,0.10273105,0.109565008,0.103440218,0.099793754,0.115281058,0.124570267,0.143946693,0.158535596,0.163253833,0.166543989,0.177114337,0.194224184,0.215924263,0.18472781,0.19302763,0.204488464,0.256047135,0.236950746,0.26062666,0.259460989,0.196314065,0.20359911,0.247337326,0.280397344,0.215325359,0.248014679,0.41375859,,,,,,,,,,,,,,,,,,,,,190.6062319,137.1683267,142.0822652,217.3904189,217.5942826,244.8823499,294.1631813,406.7286892,638.1490599,734.4460067,979.05163,1176.242453,1165.794329,1162.33144,1251.820765,-1.823441492,-1.824818561,-1.853431313,-1.843458416,-1.73471825,-1.733293122,-1.740160351,-2.069225567,-2.275640871,-2.211237226,-2.268761437,-2.304649683,-2.16038215,-2.082885329,-1.938312235,-1.84177613,-1.812449032,-1.792495806,-1.730959783,-1.638742199,-1.532827567,-1.688871835,-1.64492194,-1.587243716,-1.36239373,-1.439902982,-1.344666317,-1.349148919,-1.62803953,-1.591602366,-1.397002182,-1.271547596,-1.535605097,-1.394267345,-0.882472591,,,,,,,,,,,,,,,,,,,,,5.250209687,4.921208834,4.956406222,5.381694902,5.38263224,5.500777891,5.684134652,6.008146352,6.458571892,6.599116483,6.886584379,7.070080275,7.061157961,7.058183129,7.132354382,5526.169,5639.846,5599.509,5775.525,6571.264,6710.61,6791.284,4976.119,4118.041,4462.739,4275.722,4180.38,4888.111,5342.819,6244.901,6959.966,7256.993,7499.015,8078.401,8969.482,10087.917,8723.793,9207.837,9845.895,12434.797,11598.721,12849.168,12874.837,9801.891,10230.93,12515.471,14297.633,11070.673,12860.169,21631.633
160,Montenegro,mena,169404,,,,,,,,,,,,,,,,,,,,,,,,,,3.34904381,3.875533515,3.655836006,4.457679397,2.953556075,4.167664361,4.145547583,3.763898221,3.61855388,3.55607179,,,,,,,,,,,,,,,,,,,,,1627.072633,1909.598702,2106.635068,2789.159065,3380.165121,3674.617924,4425.678873,5976.391922,7367.751909,6727.10552,6682.281158,7318.74469,6586.721279,7186.431924,7378.345289,,,,,,,,,,,,,,,,,,,,,,,,,,1.208674875,1.354683335,1.296324796,1.494628316,1.083009894,1.427355774,1.422034887,1.325455181,1.286074465,1.268656506,,,,,,,,,,,,,,,,,,,,,7.394537749,7.554648395,7.652847199,7.933495419,8.12567984,8.20920444,8.395178963,8.695572307,8.904867906,8.813900244,8.807214699,8.898194102,8.792810974,8.879950072,8.906304677,0,,,,,,,,,,,,,,,,,,,,,,,,,2057.187,2383.55,2251.538,2750.25,1826.166,2581.568,2570.567,2335.879,2247.871,2211.201
161,Mongolia,africa,228454,4.071497649,3.833112101,3.803704393,3.837524462,3.447323752,4.697561399,4.894751329,5.20651154,5.548629359,4.936123168,4.573372189,5.482518958,4.911682442,4.10255454,3.484526277,3.446758514,3.471398638,3.300047865,3.272127944,3.179000305,3.131013866,3.258426641,3.391936466,3.254423472,3.425522685,3.389155977,3.671505548,4.651220979,4.574174607,4.900220884,5.081415981,7.76058183,9.284665021,13.44748545,7.088025678,,1332.640563,1435.767097,1495.015749,1121.664164,1137.690354,1465.447661,1485.538896,1533.444305,1670.690529,1172.443066,1072.636319,587.3032317,339.5220871,405.9748378,631.92009,580.9108441,505.5944739,477.3347341,444.9951451,474.2168965,524.0553079,571.5926395,646.1932563,797.9786853,998.8313648,1334.211681,1632.726952,2136.563214,1714.360545,2643.292914,3757.558633,4351.88692,4366.075901,4158.525715,1.404010904,1.343677032,1.335975432,1.344827487,1.237598206,1.547043523,1.588163474,1.649910061,1.713550935,1.596580239,1.52025083,1.701564659,1.591616539,1.411609838,1.248332103,1.237434228,1.244557578,1.193936973,1.185440521,1.156566778,1.141356871,1.181244453,1.221400987,1.180015139,1.231254069,1.220580916,1.300601809,1.537129761,1.520426269,1.589280282,1.625589959,2.049057309,2.228364117,2.598792133,1.958406836,,7.194917639,7.269454548,7.30989202,7.022568722,7.036755481,7.289916045,7.303532878,7.335271664,7.42099231,7.066844941,6.977874747,6.375541265,5.827539003,6.006291182,6.448762946,6.364597293,6.225734913,6.168217993,6.098063372,6.161664805,6.261597228,6.348426569,6.471098617,6.682081887,6.90658596,7.196095895,7.398006873,7.666953842,7.44679543,7.879780735,8.231524726,8.378364805,8.381619922,8.332915895,6879.292,6644.604,6761.948,6996.636,6450.253,9028.154,9673.546,10586.629,11595.054,10568.294,9988.908,12159.772,11019.335,9284.844,7946.389,7920.72,8041.731,7708.034,7708.034,7554.02,7506.349,7884.05,8287.42,8034.397,8551.444,8562.445,9394.854,12064.43,12038.761,13102.191,13820.923,21499.621,26226.384,38752.856,20839.561
163,Mozambique,asia,94785,0.275887487,0.209004836,0.208471509,0.158886721,0.121593771,0.08991979,0.076726514,0.076859782,0.079329939,0.081323785,0.078776469,0.076762496,0.072776903,0.075019278,0.07114173,0.071998153,0.065250574,0.068656244,0.067390653,0.06889904,0.076189113,0.086735085,0.084619371,0.099210133,0.096507018,0.088928744,0.093935942,0.10439284,0.101730354,0.110515923,0.116251552,0.133262831,0.125514265,0.157234664,0.320578017,303.2010504,296.9086731,296.3268344,260.1681888,267.1843286,349.1151389,409.6630604,184.1117666,164.0986331,180.7097958,193.4259524,244.8795094,165.9550629,166.6433832,164.6148238,162.8684479,220.786008,257.8048357,289.833312,307.4967701,283.2254824,261.6045465,268.144817,289.5524752,343.1250389,376.8846717,394.3090679,432.1785512,516.0050958,476.6034689,431.5154715,542.8909589,613.984066,626.6977558,645.2488803,-1.287762152,-1.565397889,-1.567952895,-1.839563777,-2.107069536,-2.408837228,-2.567507946,-2.56577253,-2.534139681,-2.509316747,-2.541140943,-2.567039091,-2.620356641,-2.590010158,-2.643081195,-2.631114813,-2.729520436,-2.678643197,-2.69724895,-2.675113034,-2.574536701,-2.444896806,-2.469592067,-2.310515123,-2.338139548,-2.419919859,-2.365142197,-2.259594188,-2.285429554,-2.202595669,-2.151998884,-2.015431928,-2.075335862,-1.850015914,-1.137629609,5.714396118,5.693424594,5.691463015,5.561328302,5.587938789,5.855401779,6.015335018,5.215543,5.100467668,5.196892406,5.264894764,5.500766291,5.111717046,5.115856099,5.103608344,5.092942807,5.397193943,5.552202848,5.669305972,5.728464583,5.646243338,5.566833999,5.591527197,5.668336542,5.838094926,5.93193923,5.977135038,6.068838816,6.246116641,6.166684843,6.067303365,6.296908487,6.419968977,6.440464376,6.469636103,3208.625,2489.893,2541.231,1976.513,1536.473,1147.771,982.756,982.756,1012.092,1041.428,1023.093,1023.093,1004.758,1078.098,1063.43,1114.768,1041.428,1125.769,1133.103,1188.108,1349.456,1580.477,1587.811,1917.841,1921.508,1822.499,1980.18,2262.539,2266.206,2530.23,2735.582,3223.293,3120.617,4019.032,8426.766
164,Mauritania,latam,187090,0.409390902,0.418361127,0.540964049,0.558161991,0.504262344,0.368753897,0.204426469,1.747896942,1.673524541,1.437640869,0.445228589,0.440831319,0.45181913,0.447005547,0.507247122,0.464391886,0.469791197,0.459587444,0.449521195,0.448070628,0.446137755,0.470858866,0.485747988,0.486426674,0.52274375,0.525036092,0.517307721,0.575953539,0.587389624,0.625681431,0.640167478,0.665402951,0.71627393,0.699300641,0.689388119,460.2252715,471.4768173,459.225344,468.7491433,420.0158019,383.8103161,438.8160449,484.0081419,495.9392781,495.2469476,501.1933984,691.4510142,683.4507892,568.5361866,583.4286456,611.7212796,607.947163,576.0881692,550.8800256,548.7473103,491.8427611,479.4032891,476.7384484,547.0752161,623.7804242,722.3230795,977.1235632,1048.162138,1222.923912,1079.233931,1241.428756,1435.635415,1411.35283,1477.361539,1366.808962,-0.893084829,-0.871410279,-0.614402455,-0.583106052,-0.684658623,-0.997625803,-1.587546933,0.558413318,0.514931906,0.363003485,-0.809167446,-0.819092973,-0.794473334,-0.805184275,-0.678756974,-0.767026501,-0.755466945,-0.777426053,-0.799572274,-0.802804407,-0.807127507,-0.753196877,-0.722065333,-0.72066911,-0.648663897,-0.644288272,-0.659117377,-0.551728283,-0.532066925,-0.468913934,-0.446025452,-0.40736248,-0.333692601,-0.357674528,-0.371950859,6.13171609,6.155869933,6.129541035,6.15006775,6.040292334,5.950148462,6.084080293,6.182101729,6.206453496,6.205056522,6.216992051,6.538792309,6.527154655,6.343064964,6.368922157,6.416276753,6.410087975,6.356260721,6.311517046,6.307638063,6.198159074,6.172542183,6.166968014,6.3045863,6.435798422,6.582472517,6.884613116,6.954793565,7.10899992,6.984006745,7.124018218,7.269362828,7.252303977,7.298013032,7.220234077,630.724,663.727,883.747,938.752,872.746,656.393,374.034,3285.632,3230.627,2849.259,905.749,920.417,968.088,982.756,1144.104,1074.431,1114.768,1118.435,1122.102,1147.771,1173.44,1272.449,1349.456,1389.793,1536.473,1587.811,1609.813,1844.501,1936.176,2123.193,2236.87,2394.551,2654.908,2669.576,2709.913
165,Mauritius,europe,388970,0.611141993,0.553530886,0.506164605,0.59671196,0.619486258,0.693494936,0.777360068,0.898980969,0.818998331,1.001111999,1.381911171,1.421894183,1.575762997,1.617341034,1.459753641,1.630203206,1.720327056,1.740436164,1.870755528,2.065534045,2.267789393,2.39401331,2.395715333,2.523504784,2.53175545,2.683999401,2.94193012,2.97588958,3.029991456,2.97492202,3.132082534,3.129998786,3.15928885,3.233909584,3.353110472,1171.576087,1165.15842,1086.535025,1088.436401,1027.993975,1054.474835,1422.556552,1815.351405,2046.047998,2075.538168,2506.179312,2669.3277,2973.206977,2973.797821,3197.331024,3599.555202,3899.435192,3646.630626,3593.234081,3695.934909,3929.075493,3856.625228,4018.948897,4793.718178,5388.065784,5282.906022,5695.969327,6574.654338,8030.063005,7318.12641,8000.376432,9197.026972,9291.227619,9637.00265,10153.93822,-0.492425952,-0.591437727,-0.680893356,-0.516320761,-0.478864761,-0.366011341,-0.251851628,-0.106493414,-0.199673233,0.001111381,0.323467448,0.351989914,0.454739598,0.480783464,0.378267682,0.488704673,0.542514422,0.554135751,0.626342375,0.72538881,0.818805521,0.872971167,0.873681864,0.925648723,0.928912916,0.987307996,1.079065869,1.090543013,1.1085598,1.090217827,1.14169813,1.141032617,1.150346955,1.173691803,1.209888414,7.066105204,7.06061234,6.990749036,6.992497451,6.935364585,6.960798135,7.260210921,7.50403434,7.623665406,7.637975757,7.826514686,7.889581922,7.997396439,7.997595143,8.070071686,8.188565562,8.268586999,8.201558904,8.186807934,8.214988821,8.276159434,8.257547787,8.298775679,8.475061627,8.591941747,8.572231608,8.647514068,8.790977283,8.990947653,8.898109619,8.987243874,9.126635556,9.136825967,9.173365411,9.225616911,590.387,542.716,502.379,597.721,627.057,707.731,799.406,931.418,854.411,1052.429,1463.133,1521.805,1708.822,1774.828,1624.481,1829.833,1950.844,1998.515,2170.864,2427.554,2691.578,2863.927,2885.929,3061.945,3091.281,3296.633,3630.33,3689.002,3769.676,3711.004,3916.356,3920.023,3967.694,4070.37,4228.051
166,Malawi,asia,220746,0.113815667,0.094357262,0.090474468,0.085444567,0.080030934,0.076687331,0.072226554,0.06711377,0.062838425,0.062223957,0.079543623,0.082886414,0.08215375,0.091766285,0.094067224,0.093496363,0.091100691,0.093953223,0.088614011,0.086824308,0.077952988,0.07570084,0.072628342,0.076394681,0.075713727,0.069413617,0.070379542,0.066513784,0.076930686,0.066964582,0.078688757,0.078917602,0.071215422,0.077325412,0.078339597,198.0109338,193.0149055,179.7299592,181.5376428,173.4496987,155.655784,154.3953117,145.3227995,159.7746657,175.2193231,199.9863423,229.527539,185.7858866,213.2406131,121.2641276,141.9543906,227.5847702,259.4504941,165.8953935,163.6142468,156.3857186,150.1489558,298.4333849,267.3990565,282.5670846,289.5551689,308.1634757,332.2591444,387.6059753,438.2120429,478.6685897,534.9512647,391.5618324,348.4302696,371.2697496,-2.173175095,-2.360667041,-2.40268759,-2.459887452,-2.525342044,-2.56801876,-2.627947517,-2.70136604,-2.76718853,-2.777015193,-2.531449691,-2.490284114,-2.499162787,-2.388510315,-2.363745603,-2.369832742,-2.39578989,-2.364958248,-2.423465296,-2.44386865,-2.551649352,-2.580966022,-2.622400048,-2.571842206,-2.580795801,-2.66767222,-2.653852655,-2.710346075,-2.564850444,-2.703591426,-2.542254993,-2.539350983,-2.642045883,-2.559732632,-2.546702095,5.28832225,5.262767416,5.191455498,5.201463031,5.155887636,5.047647056,5.039516272,4.978957472,5.073764483,5.166038464,5.298249076,5.436023018,5.224594863,5.362421167,4.797971039,4.955505813,5.427522785,5.55856591,5.11135743,5.097511504,5.052325511,5.01162784,5.698546742,5.588742136,5.64391599,5.668345845,5.730630407,5.80591522,5.959989296,6.082702909,6.171008478,6.282175649,5.97014344,5.853438123,5.916928886,711.398,605.055,594.054,575.719,557.384,557.384,553.717,546.383,542.716,564.718,748.068,795.739,795.739,891.081,916.75,920.417,913.083,964.421,935.085,942.419,869.079,865.412,850.744,916.75,931.418,876.413,913.083,887.414,1056.096,946.086,1144.104,1180.774,1096.433,1224.778,1276.116
167,Malaysia,europe,505364,2.029089182,2.18088832,2.112592996,2.562298305,2.283864758,2.323063247,2.492248717,2.467157245,2.509872513,2.845702093,3.138844339,3.703642998,3.962508083,4.707372397,4.705838018,5.912452879,5.965222121,5.788721943,5.163395864,4.762943323,5.420915014,5.720175769,5.524647384,6.40746098,6.503479624,6.791853296,6.400395413,6.91670063,7.491255509,7.170571162,7.745175905,7.692763993,7.523944464,8.025773738,8.130210313,1774.741454,1769.099652,1852.256996,2047.771117,2234.257498,2000.147901,1728.685344,1947.80871,2072.078295,2216.250446,2441.741991,2653.507105,3113.625669,3433.143378,3728.0929,4329.687902,4798.594228,4637.865016,3263.345371,3492.69258,4043.662051,3913.428726,4165.715233,4461.847687,4952.223422,5587.02565,6209.114104,7243.455987,8474.575822,7292.493044,9040.566251,10399.37275,10817.44287,10970.12328,11319.07976,0.707587014,0.77973228,0.747916101,0.940904631,0.825869077,0.84288668,0.913185402,0.903066575,0.92023196,1.045809819,1.143854687,1.309316929,1.376877179,1.549129875,1.548803869,1.777060784,1.785946292,1.755911532,1.641594476,1.560865822,1.690264623,1.743999534,1.709219423,1.857463089,1.87233736,1.915723849,1.856359772,1.933938868,2.013736408,1.969985311,2.047070186,2.040280146,2.01809053,2.08265808,2.095586792,7.481410032,7.478226025,7.524160172,7.624507221,7.711664236,7.600976407,7.455116482,7.574460281,7.63630739,7.703572059,7.800466994,7.88363748,8.043543136,8.141231557,8.223652095,8.37325074,8.476078285,8.442009413,8.090508136,8.158428231,8.304906009,8.272169181,8.334643264,8.403318239,8.507591931,8.62820234,8.733773508,8.887853718,9.04482588,8.894600748,9.10947709,9.249500771,9.288915191,9.302930791,9.334245055,27997.545,30824.802,30571.779,37971.785,34697.154,36237.294,39984.968,40762.372,42724.217,49882.201,56592.811,68591.235,75298.178,91722.671,94010.879,121132.011,125374.73,124821.013,114186.713,107934.478,125734.096,135620.328,133742.824,158256.719,163826.892,174486.861,167702.911,184816.8,204031.88,198876.078,218476.193,220405.035,218707.214,236510.499,242821.406
169,Namibia,europe,0,,,,,,,,,,,0.028150505,0.715324156,0.759044087,0.893699509,0.995176596,1.002426491,1.051570359,1.058183827,1.1011764,0.94384982,0.915436614,1.10592804,0.950655217,0.99719017,1.028358088,1.191862025,1.183073042,1.176940704,1.627668966,1.47487463,1.464118206,1.312617743,1.542129431,1.177178074,1.651692817,2289.906634,2078.519907,1914.814691,2027.152817,1675.989918,1340.328328,1456.716085,1784.569621,1864.081728,1826.480293,1944.137621,2027.008113,2257.632393,2069.624996,2284.580811,2421.87049,2371.884669,2416.11979,2209.772147,2165.113225,2136.440243,1906.292604,1769.17591,2560.774036,3396.911932,3674.002201,3974.522425,4356.244512,4153.247938,4265.258745,5324.61704,5753.987148,5930.548473,5694.082634,5624.135341,,,,,,,,,,,-3.570189985,-0.335019474,-0.275695418,-0.11238568,-0.004835074,0.002423552,0.050284627,0.056554068,0.096379063,-0.057788214,-0.088354154,0.100684838,-0.05060383,-0.002813785,0.027963441,0.175516811,0.168115326,0.162918448,0.487148909,0.38857299,0.381253154,0.27202342,0.433164209,0.163120112,0.501800712,7.736266325,7.639411336,7.55737613,7.614387534,7.424159266,7.200669884,7.283939924,7.486932556,7.53052384,7.510146057,7.572573775,7.614316149,7.722071929,7.635122708,7.733937834,7.79229545,7.771440137,7.78991814,7.700644688,7.680227937,7.666896285,7.55291559,7.47826913,7.84806485,8.130622043,8.209036865,8.287659875,8.379365615,8.331645943,8.358258125,8.580096071,8.657648311,8.687871979,8.64718278,8.634822498,0,,,,,,,,,,40.337,1056.096,1151.438,1389.793,1584.144,1631.815,1749.159,1796.83,1906.84,1664.818,1642.816,2016.85,1760.16,1873.837,1961.845,2310.21,2332.212,2361.548,3325.969,3069.279,3102.282,2830.924,3384.641,2629.239,3755.008
170,New Caledonia,europe,75764,14.29619422,9.768384157,8.68301304,7.768022865,7.955443455,9.425697637,8.925713378,9.093246106,9.209514207,9.865205095,9.269474953,10.07911634,8.810638546,9.957760602,10.45049134,10.70872374,11.11808325,9.084754093,8.824565591,9.832931831,10.47321202,8.689813366,10.86077024,12.15844489,11.06111475,12.15754575,11.5415228,12.30763218,11.8129516,12.09163245,14.18347147,14.34505603,14.01671815,16.09223971,16.00593173,8443.107052,6817.832529,6208.782634,5540.234973,5249.0536,5534.631413,7634.3344,9271.735404,12665.66323,13092.26473,14800.02869,15133.16224,16261.29693,16640.80235,16037.02524,18721.05644,18257.21505,16341.58735,15387.86958,14611.8328,12579.59511,,,,,,,,,,,,,,,2.659993363,2.279151064,2.161368593,2.050015674,2.073856406,2.24343975,2.188936255,2.207531952,2.220237103,2.289013929,2.226726739,2.310465594,2.175959917,2.298352207,2.346648995,2.371058712,2.408572904,2.206597634,2.177539377,2.285737143,2.348820761,2.162151462,2.385157236,2.498023981,2.403435782,2.497950026,2.445951211,2.510219572,2.469196523,2.49251368,2.652077306,2.663405355,2.640250771,2.77833715,2.772959387,9.041105654,8.827296889,8.733720123,8.619792193,8.565803073,8.618780251,8.940411036,9.134725848,9.446649928,9.479776856,9.602384398,9.62464379,9.696543142,9.719612931,9.682655405,9.837404182,9.812315626,9.701468509,9.641334788,9.589586945,9.439831345,,,,,,,,,,,,,,,2002.182,1393.46,1265.115,1155.105,1206.443,1455.799,1404.461,1459.466,1507.137,1646.483,1584.144,1767.494,1584.144,1837.167,1980.18,2075.522,2196.533,1829.833,1811.498,2057.187,2233.203,1888.505,2405.552,2739.249,2530.23,2823.59,2720.914,2944.601,2867.594,2973.937,3542.322,3648.665,3630.33,4242.719,4290.39
171,Niger,asia,40117,0.095517051,0.111252729,0.117926269,0.147721555,0.147895714,0.144219843,0.12671679,0.136594186,0.131164972,0.133855425,0.091371293,0.087154312,0.081757418,0.088154142,0.084392525,0.085393299,0.091800031,0.089349385,0.090756,0.087230298,0.061485813,0.055856745,0.057456766,0.060015019,0.062020357,0.052483888,0.049000595,0.049191649,0.053138279,0.061104581,0.071272972,0.077561936,0.104888057,0.104832267,0.110542757,418.854986,352.205863,318.0585815,276.1830114,217.4692684,208.2970154,267.4713182,304.6832023,302.0966521,280.1411919,309.0568829,280.8614603,273.7306609,181.3238943,170.5010938,198.1819057,202.2847478,181.3286659,196.9271083,184.6485676,158.7049748,165.5405619,178.0545148,215.9566573,232.5855765,249.9279298,257.8291528,292.2197341,352.7199749,339.1436177,347.3430407,374.4828645,390.1199097,414.3886131,427.737226,-2.348450503,-2.195950828,-2.137695689,-1.912426162,-1.911247889,-1.936416456,-2.065800683,-1.990740895,-2.03129942,-2.010994979,-2.392823931,-2.44007503,-2.503998733,-2.428668383,-2.472276448,-2.460487647,-2.388142644,-2.41520092,-2.399580692,-2.439203554,-2.788948814,-2.884964991,-2.85672251,-2.813160431,-2.780292609,-2.947249052,-3.015922838,-3.012031406,-2.934857725,-2.79516844,-2.641238098,-2.556678488,-2.254861621,-2.255393663,-2.202352892,6.037524765,5.864215843,5.762235584,5.621063731,5.382057546,5.33896502,5.589012339,5.719272556,5.710747006,5.635293733,5.733525347,5.637861524,5.612144634,5.200284903,5.138741712,5.289185325,5.309676347,5.200311218,5.282833652,5.218454384,5.067046974,5.109216252,5.182089766,5.375077727,5.449258228,5.521172596,5.552297167,5.677506033,5.86567447,5.826423669,5.850312882,5.925546046,5.966454153,6.026804213,6.058509049,572.052,685.729,748.068,964.421,993.757,997.424,902.082,1001.091,990.09,1041.428,733.4,722.399,700.397,781.071,773.737,810.407,902.082,909.416,957.087,953.42,696.73,656.393,700.397,759.069,814.074,715.065,693.063,722.399,810.407,968.088,1173.44,1327.454,1866.503,1939.843,2126.86
172,Nigeria,europe,215004,0.928241483,0.874309254,0.84727766,0.754642092,0.854836013,0.836413243,0.85703744,0.673985093,0.782645267,0.457406622,0.411674765,0.432826876,0.465396447,0.439501188,0.334298567,0.332022333,0.35842027,0.373074677,0.325560415,0.337796753,0.621972951,0.683720342,0.728460657,0.770399931,0.770793842,0.763820709,0.693790023,0.649555753,0.639841493,0.497234248,0.577384688,0.587782871,0.589031156,0.571337669,0.545794085,874.4022258,2180.197708,1843.909186,1222.62932,902.2158721,882.5199059,639.0131009,598.2648417,549.2374755,474.2321023,567.5286729,502.9141389,477.1776142,270.2239615,321.3206772,408.18106,461.5195779,479.9837556,469.4305648,497.8415405,567.930736,590.381815,741.7475112,795.3862467,1007.874328,1268.383443,1656.424759,1883.461311,2242.871886,1891.33537,2292.445156,2520.404166,2746.991789,2998.072843,3222.693537,-0.074463361,-0.134321128,-0.165726822,-0.281511692,-0.156845626,-0.178632478,-0.154273674,-0.394547286,-0.245075729,-0.78218252,-0.887521647,-0.837417455,-0.764865662,-0.822114859,-1.095720772,-1.102553044,-1.026049043,-0.985976673,-1.122207228,-1.085310887,-0.474858674,-0.380206302,-0.31682166,-0.260845508,-0.260334332,-0.269422191,-0.365585925,-0.431466607,-0.4465348,-0.69869404,-0.549246531,-0.531397666,-0.5292762,-0.55977488,-0.605513508,6.773540482,7.687170843,7.519643155,7.108758999,6.804853817,6.782781345,6.459924956,6.394033535,6.308530908,6.161696869,6.341291273,6.220419458,6.167888778,5.599251102,5.772439619,6.01171085,6.134524475,6.173752261,6.151520396,6.210281835,6.341999468,6.380769472,6.609008904,6.678827842,6.915598766,7.145498489,7.412416799,7.540866486,7.715512416,7.545038404,7.737374281,7.832174551,7.918261697,8.005724976,8.077972791,68154.862,65958.329,65602.63,59929.781,69625.329,69893.02,73505.015,59343.061,70747.431,42441.858,39196.563,42273.176,46614.904,45137.103,35199.533,35841.258,39665.939,42328.181,37869.109,40285.662,76057.247,85734.46,93677.182,101616.237,104304.148,106067.975,98891.656,95055.974,96148.74,76735.642,91517.319,95694.032,98502.954,98136.254,96280.752
